event_time,account_id,transaction_amount,transaction_time,location,account_age,transaction_type,previous_fraud_history,is_fraud,acct_txn_count_prev,acct_amount_mean_prev5,amount_over_prev5_mean,hour_sin,hour_cos
2025-01-01 02:06:00,ACCT_00539,166195.73670170133,22,Foreign,2812.0,ATM,1,1,0.0,0.0,166195.73670170133,-0.5000000000000004,0.8660254037844384
2025-01-01 02:14:00,ACCT_00516,91641.6271616684,4,Entebbe,389.0,ATM,0,0,0.0,0.0,91641.6271616684,0.8660254037844386,0.5000000000000001
2025-01-01 02:21:00,ACCT_00326,899690.372108193,15,Gulu,1790.0,ATM,0,0,0.0,0.0,899690.372108193,-0.7071067811865471,-0.7071067811865479
2025-01-01 02:31:00,ACCT_00111,172356.6175547384,5,Mbarara,1765.0,Online_Payment,1,1,0.0,0.0,172356.6175547384,0.9659258262890683,0.25881904510252074
2025-01-01 02:33:00,ACCT_00271,124090.0708988521,7,Kampala,2327.0,Online_Payment,1,0,0.0,0.0,124090.0708988521,0.9659258262890683,-0.25881904510252063
2025-01-01 02:36:00,ACCT_00562,135970.88829203855,11,Foreign,3083.0,ACH,1,0,0.0,0.0,135970.88829203855,0.258819045102521,-0.9659258262890682
2025-01-01 02:45:00,ACCT_00126,392985.2539448052,8,Seattle,1172.0,Card,1,1,0.0,0.0,392985.2539448052,0.8660254037844387,-0.49999999999999983
2025-01-01 02:54:00,ACCT_00624,321672.4989538452,20,LA,2033.0,Wire,1,1,0.0,0.0,321672.4989538452,-0.8660254037844386,0.5000000000000001
2025-01-01 02:55:00,ACCT_00113,340454.0611564525,23,Entebbe,963.0,ACH,0,1,0.0,0.0,340454.0611564525,-0.25881904510252157,0.9659258262890681
2025-01-01 02:58:00,ACCT_00415,347924.7672507371,12,NYC,768.0,ATM,1,0,0.0,0.0,347924.7672507371,1.2246467991473532e-16,-1.0
2025-01-01 03:01:00,ACCT_00400,2710743.384218314,12,Entebbe,1144.0,ATM,1,1,0.0,0.0,2710743.384218314,1.2246467991473532e-16,-1.0
2025-01-01 03:02:00,ACCT_00122,127396.34417348506,1,Online,2684.0,Wire,0,0,0.0,0.0,127396.34417348506,0.25881904510252074,0.9659258262890683
2025-01-01 03:10:00,ACCT_00295,112203.0068609262,5,Jinja,1598.0,ATM,1,1,0.0,0.0,112203.0068609262,0.9659258262890683,0.25881904510252074
2025-01-01 03:11:00,ACCT_00090,78137.78891995357,0,Gulu,2487.0,ATM,0,0,0.0,0.0,78137.78891995357,0.0,1.0
2025-01-01 03:21:00,ACCT_00227,434491.4965347592,20,Foreign,2523.0,ATM,0,0,0.0,0.0,434491.4965347592,-0.8660254037844386,0.5000000000000001
2025-01-01 03:28:00,ACCT_00599,804135.5246709697,5,Foreign,1322.0,ACH,1,1,0.0,0.0,804135.5246709697,0.9659258262890683,0.25881904510252074
2025-01-01 03:37:00,ACCT_00033,180957.8475259356,8,Online,3485.0,Wire,0,0,0.0,0.0,180957.8475259356,0.8660254037844387,-0.49999999999999983
2025-01-01 03:43:00,ACCT_00544,75702.65968551881,20,Seattle,169.0,ACH,0,0,0.0,0.0,75702.65968551881,-0.8660254037844386,0.5000000000000001
2025-01-01 03:54:00,ACCT_00423,77140.1276762762,17,LA,3273.0,ATM,1,0,1.0,43483.678400300254,1.7739610942079214,-0.9659258262890683,-0.25881904510252063
2025-01-01 03:57:00,ACCT_00467,452918.5971622511,14,NYC,29.0,ACH,1,0,0.0,0.0,452918.5971622511,-0.4999999999999998,-0.8660254037844388
2025-01-01 04:04:00,ACCT_00176,506186.9523900873,0,Entebbe,1396.0,ACH,1,1,0.0,0.0,506186.9523900873,0.0,1.0
2025-01-01 04:05:00,ACCT_00593,398133.0272253343,13,Mbarara,3012.0,ACH,1,0,0.0,0.0,398133.0272253343,-0.2588190451025208,-0.9659258262890683
2025-01-01 04:15:00,ACCT_00158,93353.13175816147,13,NYC,2497.0,ACH,1,0,0.0,0.0,93353.13175816147,-0.2588190451025208,-0.9659258262890683
2025-01-01 04:22:00,ACCT_00314,274127.86398369254,7,Miami,1174.0,Card,0,0,0.0,0.0,274127.86398369254,0.9659258262890683,-0.25881904510252063
2025-01-01 04:24:00,ACCT_00022,238656.20360822626,17,Kampala,3232.0,ATM,0,0,0.0,0.0,238656.20360822626,-0.9659258262890683,-0.25881904510252063
2025-01-01 04:33:00,ACCT_00554,269731.59792365314,22,Entebbe,503.0,Card,0,0,0.0,0.0,269731.59792365314,-0.5000000000000004,0.8660254037844384
2025-01-01 04:44:00,ACCT_00440,590350.0111676799,6,Entebbe,2448.0,ACH,0,0,0.0,0.0,590350.0111676799,1.0,6.123233995736766e-17
2025-01-01 04:45:00,ACCT_00101,271324.5552796642,7,Entebbe,1893.0,ACH,0,0,0.0,0.0,271324.5552796642,0.9659258262890683,-0.25881904510252063
2025-01-01 04:55:00,ACCT_00413,468575.5473772478,7,LA,756.0,ATM,0,0,0.0,0.0,468575.5473772478,0.9659258262890683,-0.25881904510252063
2025-01-01 05:04:00,ACCT_00114,224998.99828301257,20,Miami,3361.0,Online_Payment,0,0,0.0,0.0,224998.99828301257,-0.8660254037844386,0.5000000000000001
2025-01-01 05:08:00,ACCT_00277,293519.57883235626,1,Online,2794.0,ATM,0,0,0.0,0.0,293519.57883235626,0.25881904510252074,0.9659258262890683
2025-01-01 05:15:00,ACCT_00320,442547.11693939584,21,NYC,31.0,Wire,1,1,0.0,0.0,442547.11693939584,-0.7071067811865477,0.7071067811865474
2025-01-01 05:24:00,ACCT_00582,36104.37621939003,18,Seattle,317.0,ATM,0,0,0.0,0.0,36104.37621939003,-1.0,-1.8369701987210297e-16
2025-01-01 05:30:00,ACCT_00207,141372.12625254662,11,Seattle,205.0,Card,1,0,0.0,0.0,141372.12625254662,0.258819045102521,-0.9659258262890682
2025-01-01 05:38:00,ACCT_00008,117984.57334809231,14,Gulu,1516.0,Wire,0,0,0.0,0.0,117984.57334809231,-0.4999999999999998,-0.8660254037844388
2025-01-01 05:39:00,ACCT_00270,96384.71672401215,21,Miami,1522.0,Wire,0,0,0.0,0.0,96384.71672401215,-0.7071067811865477,0.7071067811865474
2025-01-01 05:50:00,ACCT_00579,149131.7830813615,18,Gulu,2642.0,Online_Payment,0,0,0.0,0.0,149131.7830813615,-1.0,-1.8369701987210297e-16
2025-01-01 06:01:00,ACCT_00498,1247542.181916593,6,Entebbe,2467.0,ACH,1,1,0.0,0.0,1247542.181916593,1.0,6.123233995736766e-17
2025-01-01 06:04:00,ACCT_00036,73405.85698701846,1,Entebbe,56.0,Card,1,1,0.0,0.0,73405.85698701846,0.25881904510252074,0.9659258262890683
2025-01-01 06:10:00,ACCT_00033,663106.1561609799,15,Jinja,1738.0,Wire,0,0,1.0,180957.8475259356,3.6644030685813327,-0.7071067811865471,-0.7071067811865479
2025-01-01 06:13:00,ACCT_00473,27537.73761288518,3,Mbarara,2864.0,ATM,0,0,0.0,0.0,27537.73761288518,0.7071067811865475,0.7071067811865476
2025-01-01 06:18:00,ACCT_00450,138814.5723604361,2,Chicago,3276.0,ATM,1,0,0.0,0.0,138814.5723604361,0.49999999999999994,0.8660254037844387
2025-01-01 06:22:00,ACCT_00348,252220.76229338054,23,Online,1067.0,Card,0,1,0.0,0.0,252220.76229338054,-0.25881904510252157,0.9659258262890681
2025-01-01 06:32:00,ACCT_00055,419250.1943895655,11,Foreign,161.0,Wire,1,1,0.0,0.0,419250.1943895655,0.258819045102521,-0.9659258262890682
2025-01-01 06:40:00,ACCT_00175,487101.7154090957,15,Gulu,558.0,Card,1,0,0.0,0.0,487101.7154090957,-0.7071067811865471,-0.7071067811865479
2025-01-01 06:50:00,ACCT_00529,537547.8336999118,5,NYC,1242.0,ATM,0,0,0.0,0.0,537547.8336999118,0.9659258262890683,0.25881904510252074
2025-01-01 06:59:00,ACCT_00087,136528.17178509687,2,Online,1618.0,Wire,1,0,0.0,0.0,136528.17178509687,0.49999999999999994,0.8660254037844387
2025-01-01 07:07:00,ACCT_00126,119125.66156973082,1,Chicago,1283.0,Card,1,1,1.0,392985.2539448052,0.30312933435697725,0.25881904510252074,0.9659258262890683
2025-01-01 07:09:00,ACCT_00282,580896.2237222064,8,Chicago,331.0,Wire,1,0,0.0,0.0,580896.2237222064,0.8660254037844387,-0.49999999999999983
2025-01-01 07:19:00,ACCT_00459,164915.93791139493,0,Jinja,1242.0,ACH,1,1,0.0,0.0,164915.93791139493,0.0,1.0
2025-01-01 07:28:00,ACCT_00517,44888.31333181974,10,Chicago,1058.0,Wire,0,0,0.0,0.0,44888.31333181974,0.49999999999999994,-0.8660254037844387
2025-01-01 07:30:00,ACCT_00369,53253.12082572961,7,Jinja,1780.0,Wire,0,0,0.0,0.0,53253.12082572961,0.9659258262890683,-0.25881904510252063
2025-01-01 07:31:00,ACCT_00307,68831.28211661986,12,Gulu,289.0,Wire,1,1,0.0,0.0,68831.28211661986,1.2246467991473532e-16,-1.0
2025-01-01 07:40:00,ACCT_00241,376754.56702518335,14,Jinja,2885.0,ATM,0,0,0.0,0.0,376754.56702518335,-0.4999999999999998,-0.8660254037844388
2025-01-01 07:45:00,ACCT_00027,246142.8233091459,7,Chicago,1522.0,ACH,0,0,0.0,0.0,246142.8233091459,0.9659258262890683,-0.25881904510252063
2025-01-01 07:49:00,ACCT_00167,475127.6437474118,10,LA,1160.0,Online_Payment,1,0,0.0,0.0,475127.6437474118,0.49999999999999994,-0.8660254037844387
2025-01-01 07:54:00,ACCT_00134,124250.27659966418,1,Online,3308.0,Card,0,1,0.0,0.0,124250.27659966418,0.25881904510252074,0.9659258262890683
2025-01-01 08:04:00,ACCT_00035,250948.74021495297,7,Foreign,2717.0,Card,0,0,0.0,0.0,250948.74021495297,0.9659258262890683,-0.25881904510252063
2025-01-01 08:09:00,ACCT_00465,439531.56706429465,23,Jinja,500.0,Card,1,0,0.0,0.0,439531.56706429465,-0.25881904510252157,0.9659258262890681
2025-01-01 08:14:00,ACCT_00220,143134.56747597482,23,Online,535.0,Online_Payment,0,0,0.0,0.0,143134.56747597482,-0.25881904510252157,0.9659258262890681
2025-01-01 08:19:00,ACCT_00318,358931.4243797889,11,Chicago,8.0,ACH,1,1,0.0,0.0,358931.4243797889,0.258819045102521,-0.9659258262890682
2025-01-01 08:20:00,ACCT_00125,93755.4632155987,22,Gulu,2047.0,Card,0,1,0.0,0.0,93755.4632155987,-0.5000000000000004,0.8660254037844384
2025-01-01 08:21:00,ACCT_00369,134200.70137353026,12,Mbarara,1295.0,ATM,0,0,1.0,53253.12082572961,2.5200059505759693,1.2246467991473532e-16,-1.0
2025-01-01 08:26:00,ACCT_00084,131225.28696261643,3,Kampala,1369.0,ACH,1,0,0.0,0.0,131225.28696261643,0.7071067811865475,0.7071067811865476
2025-01-01 08:27:00,ACCT_00423,49402.12759669697,20,Entebbe,1859.0,Wire,0,0,2.0,60311.90303828823,0.819097160110751,-0.8660254037844386,0.5000000000000001
2025-01-01 08:36:00,ACCT_00461,372176.44028725487,9,Gulu,1968.0,ATM,0,0,1.0,299065.1858296848,1.2444617877970519,0.7071067811865476,-0.7071067811865475
2025-01-01 08:41:00,ACCT_00194,118122.03187204452,14,Online,4.0,Wire,0,1,0.0,0.0,118122.03187204452,-0.4999999999999998,-0.8660254037844388
2025-01-01 08:47:00,ACCT_00132,210607.03615943497,15,LA,394.0,Wire,1,1,0.0,0.0,210607.03615943497,-0.7071067811865471,-0.7071067811865479
2025-01-01 08:51:00,ACCT_00487,369406.2760316089,7,Kampala,2880.0,ATM,0,0,0.0,0.0,369406.2760316089,0.9659258262890683,-0.25881904510252063
2025-01-01 09:00:00,ACCT_00139,354546.13479435566,17,Online,3480.0,ACH,0,0,0.0,0.0,354546.13479435566,-0.9659258262890683,-0.25881904510252063
2025-01-01 09:05:00,ACCT_00111,461030.0372044181,12,Jinja,3055.0,Card,0,0,1.0,172356.6175547384,2.674845729159614,1.2246467991473532e-16,-1.0
2025-01-01 09:06:00,ACCT_00212,184346.74821282568,8,Jinja,3307.0,Wire,0,1,0.0,0.0,184346.74821282568,0.8660254037844387,-0.49999999999999983
2025-01-01 09:12:00,ACCT_00604,124841.27023807912,7,Online,1692.0,ACH,0,0,0.0,0.0,124841.27023807912,0.9659258262890683,-0.25881904510252063
2025-01-01 09:14:00,ACCT_00289,188545.47295759013,17,Seattle,3016.0,ATM,1,0,0.0,0.0,188545.47295759013,-0.9659258262890683,-0.25881904510252063
2025-01-01 09:21:00,ACCT_00164,27390.59608705059,5,Online,3220.0,Card,0,0,0.0,0.0,27390.59608705059,0.9659258262890683,0.25881904510252074
2025-01-01 09:28:00,ACCT_00321,36542.13943851452,2,Kampala,3258.0,ACH,0,0,0.0,0.0,36542.13943851452,0.49999999999999994,0.8660254037844387
2025-01-01 09:34:00,ACCT_00217,42426.00636631447,21,Kampala,546.0,Card,0,0,0.0,0.0,42426.00636631447,-0.7071067811865477,0.7071067811865474
2025-01-01 09:39:00,ACCT_00415,62696.45290876235,7,Foreign,536.0,Online_Payment,1,1,1.0,347924.7672507371,0.180200660055107,0.9659258262890683,-0.25881904510252063
2025-01-01 09:46:00,ACCT_00274,335200.92856982414,15,Foreign,1470.0,ATM,0,0,0.0,0.0,335200.92856982414,-0.7071067811865471,-0.7071067811865479
2025-01-01 09:54:00,ACCT_00367,69995.16724439645,17,Gulu,1839.0,Card,0,0,0.0,0.0,69995.16724439645,-0.9659258262890683,-0.25881904510252063
2025-01-01 10:04:00,ACCT_00272,131789.50647759018,20,Miami,3497.0,ACH,1,0,0.0,0.0,131789.50647759018,-0.8660254037844386,0.5000000000000001
2025-01-01 10:15:00,ACCT_00301,986412.894527497,15,Chicago,1161.0,Online_Payment,1,1,0.0,0.0,986412.894527497,-0.7071067811865471,-0.7071067811865479
2025-01-01 10:16:00,ACCT_00279,135298.6153850241,16,Jinja,3035.0,Card,1,1,0.0,0.0,135298.6153850241,-0.8660254037844384,-0.5000000000000004
2025-01-01 10:24:00,ACCT_00246,502713.1599505329,20,Gulu,3239.0,Wire,0,0,0.0,0.0,502713.1599505329,-0.8660254037844386,0.5000000000000001
2025-01-01 10:25:00,ACCT_00602,67671.14366489906,22,Kampala,3523.0,Card,0,0,0.0,0.0,67671.14366489906,-0.5000000000000004,0.8660254037844384
2025-01-01 10:30:00,ACCT_00166,162142.56795014054,1,Seattle,692.0,ATM,1,1,0.0,0.0,162142.56795014054,0.25881904510252074,0.9659258262890683
2025-01-01 10:39:00,ACCT_00503,66352.04626962899,17,Seattle,883.0,Online_Payment,1,0,0.0,0.0,66352.04626962899,-0.9659258262890683,-0.25881904510252063
2025-01-01 10:45:00,ACCT_00443,138125.31815468028,4,Online,803.0,Card,0,0,1.0,74540.92874384299,1.8529882508049424,0.8660254037844386,0.5000000000000001
2025-01-01 10:54:00,ACCT_00329,568710.1100793089,21,NYC,2683.0,Wire,1,0,0.0,0.0,568710.1100793089,-0.7071067811865477,0.7071067811865474
2025-01-01 11:05:00,ACCT_00198,26107.341515684344,1,Foreign,2506.0,Wire,1,1,0.0,0.0,26107.341515684344,0.25881904510252074,0.9659258262890683
2025-01-01 11:16:00,ACCT_00302,349432.1607058557,5,Miami,1486.0,ACH,1,0,0.0,0.0,349432.1607058557,0.9659258262890683,0.25881904510252074
2025-01-01 11:24:00,ACCT_00530,275967.6888641121,4,Miami,325.0,Wire,0,0,0.0,0.0,275967.6888641121,0.8660254037844386,0.5000000000000001
2025-01-01 11:32:00,ACCT_00113,101699.37117474216,14,Foreign,1901.0,Wire,1,1,1.0,340454.0611564525,0.2987159915593303,-0.4999999999999998,-0.8660254037844388
2025-01-01 11:41:00,ACCT_00366,36588.4143128597,0,Gulu,2673.0,ATM,0,0,0.0,0.0,36588.4143128597,0.0,1.0
2025-01-01 11:44:00,ACCT_00478,226230.9716839891,0,Chicago,1731.0,Online_Payment,0,0,0.0,0.0,226230.9716839891,0.0,1.0
2025-01-01 11:48:00,ACCT_00396,109904.28117702245,12,Mbarara,979.0,Card,1,1,0.0,0.0,109904.28117702245,1.2246467991473532e-16,-1.0
2025-01-01 11:52:00,ACCT_00090,274297.2905916586,23,Foreign,2161.0,ACH,0,1,1.0,78137.78891995357,3.510385742894639,-0.25881904510252157,0.9659258262890681
2025-01-01 12:01:00,ACCT_00317,212985.40481374145,12,Gulu,2412.0,ACH,0,1,0.0,0.0,212985.40481374145,1.2246467991473532e-16,-1.0
2025-01-01 12:05:00,ACCT_00114,1418188.647989138,10,Seattle,2158.0,ATM,0,0,1.0,224998.99828301257,6.303060705828507,0.49999999999999994,-0.8660254037844387
2025-01-01 12:07:00,ACCT_00580,155675.59359087114,15,Gulu,3186.0,Online_Payment,0,0,0.0,0.0,155675.59359087114,-0.7071067811865471,-0.7071067811865479
2025-01-01 12:16:00,ACCT_00219,60752.24738851971,13,Kampala,1146.0,Online_Payment,0,0,0.0,0.0,60752.24738851971,-0.2588190451025208,-0.9659258262890683
2025-01-01 12:25:00,ACCT_00263,257271.4694285338,9,Entebbe,2225.0,Card,1,0,0.0,0.0,257271.4694285338,0.7071067811865476,-0.7071067811865475
2025-01-01 12:32:00,ACCT_00535,270155.32935791137,14,Foreign,3120.0,Online_Payment,1,0,0.0,0.0,270155.32935791137,-0.4999999999999998,-0.8660254037844388
2025-01-01 12:42:00,ACCT_00266,1060002.0881116926,0,Online,777.0,Wire,1,0,0.0,0.0,1060002.0881116926,0.0,1.0
2025-01-01 12:51:00,ACCT_00121,565174.5162827217,5,Foreign,1028.0,Online_Payment,1,1,0.0,0.0,565174.5162827217,0.9659258262890683,0.25881904510252074
2025-01-01 13:01:00,ACCT_00558,318380.2227975502,16,Mbarara,180.0,Wire,1,1,0.0,0.0,318380.2227975502,-0.8660254037844384,-0.5000000000000004
2025-01-01 13:04:00,ACCT_00404,1201065.7134508225,8,Jinja,1369.0,Wire,0,0,0.0,0.0,1201065.7134508225,0.8660254037844387,-0.49999999999999983
2025-01-01 13:06:00,ACCT_00378,49823.432303263544,1,NYC,163.0,Wire,1,1,0.0,0.0,49823.432303263544,0.25881904510252074,0.9659258262890683
2025-01-01 13:10:00,ACCT_00047,96283.71787755264,2,Entebbe,2724.0,Wire,1,1,0.0,0.0,96283.71787755264,0.49999999999999994,0.8660254037844387
2025-01-01 13:20:00,ACCT_00280,68245.39348389357,20,Mbarara,325.0,ACH,0,0,0.0,0.0,68245.39348389357,-0.8660254037844386,0.5000000000000001
2025-01-01 13:31:00,ACCT_00287,129960.33687553828,7,Entebbe,2527.0,ATM,0,0,0.0,0.0,129960.33687553828,0.9659258262890683,-0.25881904510252063
2025-01-01 13:33:00,ACCT_00163,39764.62467010309,0,Online,2116.0,ATM,0,0,0.0,0.0,39764.62467010309,0.0,1.0
2025-01-01 13:43:00,ACCT_00352,444603.2017448672,17,Seattle,3605.0,Wire,1,0,0.0,0.0,444603.2017448672,-0.9659258262890683,-0.25881904510252063
2025-01-01 13:49:00,ACCT_00153,158909.33670933874,12,Entebbe,1271.0,Card,1,1,0.0,0.0,158909.33670933874,1.2246467991473532e-16,-1.0
2025-01-01 13:58:00,ACCT_00294,35517.78345085041,10,Kampala,1259.0,Wire,1,0,0.0,0.0,35517.78345085041,0.49999999999999994,-0.8660254037844387
2025-01-01 14:06:00,ACCT_00500,61332.272296845884,21,Seattle,888.0,Wire,0,0,0.0,0.0,61332.272296845884,-0.7071067811865477,0.7071067811865474
2025-01-01 14:07:00,ACCT_00459,302238.87564492325,7,Seattle,1961.0,ATM,1,0,1.0,164915.93791139493,1.8326733413356693,0.9659258262890683,-0.25881904510252063
2025-01-01 14:13:00,ACCT_00174,567223.2403547219,13,Seattle,801.0,ATM,0,0,0.0,0.0,567223.2403547219,-0.2588190451025208,-0.9659258262890683
2025-01-01 14:14:00,ACCT_00129,2278056.93420817,17,NYC,414.0,Card,0,0,0.0,0.0,2278056.93420817,-0.9659258262890683,-0.25881904510252063
2025-01-01 14:18:00,ACCT_00003,6847480.312123023,14,NYC,3462.0,Card,0,0,0.0,0.0,6847480.312123023,-0.4999999999999998,-0.8660254037844388
2025-01-01 14:27:00,ACCT_00215,341139.80775088316,4,NYC,2479.0,Online_Payment,0,0,0.0,0.0,341139.80775088316,0.8660254037844386,0.5000000000000001
2025-01-01 14:35:00,ACCT_00012,63279.11403777419,16,Online,434.0,ACH,0,0,0.0,0.0,63279.11403777419,-0.8660254037844384,-0.5000000000000004
2025-01-01 14:43:00,ACCT_00080,16063.43433781289,17,Foreign,2256.0,Card,1,1,0.0,0.0,16063.43433781289,-0.9659258262890683,-0.25881904510252063
2025-01-01 14:51:00,ACCT_00611,286075.23096021696,2,Seattle,1113.0,Online_Payment,0,0,0.0,0.0,286075.23096021696,0.49999999999999994,0.8660254037844387
2025-01-01 14:52:00,ACCT_00534,78215.80619323908,3,Gulu,658.0,Wire,1,1,0.0,0.0,78215.80619323908,0.7071067811865475,0.7071067811865476
2025-01-01 14:59:00,ACCT_00349,126036.6017084014,16,Chicago,1721.0,Card,0,0,0.0,0.0,126036.6017084014,-0.8660254037844384,-0.5000000000000004
2025-01-01 15:05:00,ACCT_00484,99532.56806663658,2,Seattle,2875.0,ATM,1,0,0.0,0.0,99532.56806663658,0.49999999999999994,0.8660254037844387
2025-01-01 15:11:00,ACCT_00305,175221.69540090743,21,Chicago,2.0,ACH,1,1,0.0,0.0,175221.69540090743,-0.7071067811865477,0.7071067811865474
2025-01-01 15:14:00,ACCT_00375,745591.1127292181,2,Miami,1297.0,Wire,1,0,0.0,0.0,745591.1127292181,0.49999999999999994,0.8660254037844387
2025-01-01 15:22:00,ACCT_00573,250500.10699905225,23,Kampala,3361.0,Online_Payment,1,1,0.0,0.0,250500.10699905225,-0.25881904510252157,0.9659258262890681
2025-01-01 15:29:00,ACCT_00049,171509.6035279817,16,Miami,1439.0,Card,1,1,0.0,0.0,171509.6035279817,-0.8660254037844384,-0.5000000000000004
2025-01-01 15:34:00,ACCT_00219,59872.45582222042,10,Miami,362.0,ATM,1,1,1.0,60752.24738851971,0.9855021483762574,0.49999999999999994,-0.8660254037844387
2025-01-01 15:35:00,ACCT_00074,27809.60690401308,6,Entebbe,1564.0,Card,0,1,0.0,0.0,27809.60690401308,1.0,6.123233995736766e-17
2025-01-01 15:36:00,ACCT_00496,115749.87069320066,8,Jinja,2491.0,ATM,0,0,0.0,0.0,115749.87069320066,0.8660254037844387,-0.49999999999999983
2025-01-01 15:40:00,ACCT_00514,194505.80449017606,17,Chicago,3636.0,Online_Payment,0,0,0.0,0.0,194505.80449017606,-0.9659258262890683,-0.25881904510252063
2025-01-01 15:46:00,ACCT_00451,1731108.0313627624,18,LA,2295.0,ATM,0,0,0.0,0.0,1731108.0313627624,-1.0,-1.8369701987210297e-16
2025-01-01 15:57:00,ACCT_00380,242579.74277293016,5,Chicago,185.0,Online_Payment,0,0,0.0,0.0,242579.74277293016,0.9659258262890683,0.25881904510252074
2025-01-01 16:05:00,ACCT_00298,674713.7183602398,13,Foreign,,ACH,1,1,0.0,0.0,674713.7183602398,-0.2588190451025208,-0.9659258262890683
2025-01-01 16:11:00,ACCT_00014,113959.86767606671,23,Gulu,2847.0,Wire,0,0,0.0,0.0,113959.86767606671,-0.25881904510252157,0.9659258262890681
2025-01-01 16:15:00,ACCT_00484,50052.30441864637,6,LA,2377.0,ACH,0,0,1.0,99532.56806663658,0.5028685838443662,1.0,6.123233995736766e-17
2025-01-01 16:17:00,ACCT_00558,65160.988375204324,16,NYC,3272.0,ACH,1,1,1.0,318380.2227975502,0.20466341514316752,-0.8660254037844384,-0.5000000000000004
2025-01-01 16:19:00,ACCT_00603,86897.54571953026,4,Foreign,2808.0,ATM,0,0,0.0,0.0,86897.54571953026,0.8660254037844386,0.5000000000000001
2025-01-01 16:20:00,ACCT_00213,2668214.352045812,20,Gulu,848.0,Card,1,1,0.0,0.0,2668214.352045812,-0.8660254037844386,0.5000000000000001
2025-01-01 16:31:00,ACCT_00125,77427.11572926686,4,Foreign,1538.0,ATM,1,1,1.0,93755.4632155987,0.8258323007686253,0.8660254037844386,0.5000000000000001
2025-01-01 16:32:00,ACCT_00408,567470.128641968,7,Gulu,1852.0,ACH,1,0,0.0,0.0,567470.128641968,0.9659258262890683,-0.25881904510252063
